cProfile Report - Quantum Level: tree_level
Configuration: wave_size=3072, simulations=10000
Performance: 97,375 sims/s
================================================================================
         40629 function calls (31176 primitive calls) in 0.101 seconds

   Ordered by: cumulative time
   List reduced from 233 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.099    0.099 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:461(_search_optimized)
        4    0.000    0.000    0.098    0.025 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:637(_run_search_wave_vectorized)
       16    0.000    0.000    0.098    0.006 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:394(_profile_phase)
        4    0.000    0.000    0.073    0.018 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:369(instrumented_select)
        4    0.003    0.001    0.052    0.013 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:661(_select_batch_vectorized)
        9    0.001    0.000    0.051    0.006 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/_tensor.py:1124(__format__)
        9    0.000    0.000    0.040    0.004 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:964(batch_select_ucb_optimized)
        9    0.001    0.000    0.040    0.004 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/unified_kernels.py:208(batch_ucb_selection)
        8    0.025    0.003    0.039    0.005 {built-in method time.sleep}
        9    0.000    0.000    0.033    0.004 /home/cosmosapjw/venv/lib/python3.12/site-packages/psutil-7.0.0-py3.12-linux-x86_64.egg/psutil/__init__.py:1964(virtual_memory)
       34    0.020    0.001    0.020    0.001 {method 'item' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.013    0.003 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:372(instrumented_expand)
        5    0.002    0.000    0.012    0.002 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:897(_expand_node_batch)
        4    0.001    0.000    0.012    0.003 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:873(_expand_batch_vectorized)
       59    0.001    0.000    0.011    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:225(memory_stats)
  9499/59    0.007    0.000    0.008    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:314(_recurse_add_to_result)
       41    0.000    0.000    0.008    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:523(memory_allocated)
        4    0.000    0.000    0.007    0.002 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:375(instrumented_evaluate)
        4    0.000    0.000    0.006    0.001 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1389(ensure_consistent)
        4    0.001    0.000    0.006    0.001 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1351(_rebuild_row_pointers)
        9    0.004    0.000    0.006    0.001 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:391(get_nn_features)
       14    0.005    0.000    0.005    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
        4    0.001    0.000    0.005    0.001 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:1029(_evaluate_batch_vectorized)
        4    0.000    0.000    0.005    0.001 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:378(instrumented_backup)
       18    0.000    0.000    0.004    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:561(memory_reserved)
        9    0.002    0.000    0.003    0.000 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1162(batch_action_to_child)
       10    0.002    0.000    0.003    0.000 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:512(add_children_batch)
        4    0.002    0.000    0.003    0.001 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:1098(_backup_batch_vectorized)
       72    0.002    0.000    0.002    0.000 {built-in method torch.where}
        9    0.001    0.000    0.002    0.000 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:920(batch_get_children)
       34    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      151    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/_utils.py:9(_get_device_index)
       34    0.000    0.000    0.001    0.000 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:196(timer)
       59    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:330(memory_stats_as_nested_dict)
      115    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/_utils.py:812(_get_device_index)
        4    0.001    0.000    0.001    0.000 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:318(apply_moves)
        9    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/psutil-7.0.0-py3.12-linux-x86_64.egg/psutil/__init__.py:1009(cpu_percent)
      115    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/_utils.py:786(_get_current_device_index)
       49    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/__init__.py:1030(synchronize)
    27/18    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/psutil-7.0.0-py3.12-linux-x86_64.egg/psutil/_pslinux.py:1642(wrapper)
      115    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/_utils.py:770(_get_device_attr)
