cProfile Report - Quantum Level: one_loop
Configuration: wave_size=3072, simulations=10000
Performance: 99,169 sims/s
================================================================================
         40629 function calls (31176 primitive calls) in 0.099 seconds

   Ordered by: cumulative time
   List reduced from 233 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.097    0.097 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:461(_search_optimized)
        4    0.000    0.000    0.097    0.024 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:637(_run_search_wave_vectorized)
       16    0.000    0.000    0.096    0.006 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:394(_profile_phase)
        4    0.000    0.000    0.072    0.018 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:369(instrumented_select)
        9    0.000    0.000    0.055    0.006 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:964(batch_select_ucb_optimized)
        9    0.001    0.000    0.055    0.006 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/unified_kernels.py:208(batch_ucb_selection)
        9    0.001    0.000    0.052    0.006 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/_tensor.py:1124(__format__)
        4    0.003    0.001    0.052    0.013 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:661(_select_batch_vectorized)
        8    0.033    0.004    0.051    0.006 {built-in method time.sleep}
        4    0.000    0.000    0.013    0.003 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:372(instrumented_expand)
       34    0.013    0.000    0.013    0.000 {method 'item' of 'torch._C.TensorBase' objects}
        5    0.002    0.000    0.012    0.002 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:897(_expand_node_batch)
        4    0.001    0.000    0.012    0.003 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:873(_expand_batch_vectorized)
       59    0.001    0.000    0.010    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:225(memory_stats)
  9499/59    0.006    0.000    0.007    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:314(_recurse_add_to_result)
       41    0.000    0.000    0.007    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:523(memory_allocated)
        4    0.000    0.000    0.007    0.002 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:375(instrumented_evaluate)
