cProfile Report - Quantum Level: tree_level
Configuration: wave_size=3072, simulations=5000
Performance: 93,061 sims/s
================================================================================
         19532 function calls (15046 primitive calls) in 0.052 seconds

   Ordered by: cumulative time
   List reduced from 233 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.050    0.050 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:461(_search_optimized)
        2    0.000    0.000    0.049    0.025 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:637(_run_search_wave_vectorized)
        8    0.000    0.000    0.049    0.006 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:394(_profile_phase)
        2    0.000    0.000    0.038    0.019 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:369(instrumented_select)
        2    0.001    0.001    0.036    0.018 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:661(_select_batch_vectorized)
        4    0.000    0.000    0.026    0.007 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:964(batch_select_ucb_optimized)
        4    0.001    0.000    0.026    0.007 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/unified_kernels.py:208(batch_ucb_selection)
        4    0.001    0.000    0.025    0.006 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/_tensor.py:1124(__format__)
        3    0.012    0.004    0.012    0.004 {built-in method time.sleep}
       15    0.009    0.001    0.009    0.001 {method 'item' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.006    0.003 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:372(instrumented_expand)
        3    0.001    0.000    0.006    0.002 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:897(_expand_node_batch)
        2    0.000    0.000    0.006    0.003 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1389(ensure_consistent)
        2    0.001    0.000    0.005    0.003 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1351(_rebuild_row_pointers)
       28    0.001    0.000    0.005    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:225(memory_stats)
        2    0.000    0.000    0.005    0.003 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:873(_expand_batch_vectorized)
        8    0.005    0.001    0.005    0.001 {method 'sum' of 'torch._C.TensorBase' objects}
       20    0.000    0.000    0.004    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:523(memory_allocated)
  4508/28    0.003    0.000    0.004    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:314(_recurse_add_to_result)
        5    0.002    0.000    0.003    0.001 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:391(get_nn_features)
        2    0.000    0.000    0.003    0.001 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:375(instrumented_evaluate)
        2    0.000    0.000    0.002    0.001 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:378(instrumented_backup)
        2    0.000    0.000    0.002    0.001 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:1029(_evaluate_batch_vectorized)
        4    0.001    0.000    0.002    0.000 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1162(batch_action_to_child)
        8    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:561(memory_reserved)
        2    0.001    0.000    0.001    0.001 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:1098(_backup_batch_vectorized)
        4    0.001    0.000    0.001    0.000 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:512(add_children_batch)
       33    0.001    0.000    0.001    0.000 {built-in method torch.where}
       18    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       18    0.000    0.000    0.001    0.000 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:196(timer)
       75    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/_utils.py:9(_get_device_index)
        4    0.001    0.000    0.001    0.000 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:920(batch_get_children)
       28    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:330(memory_stats_as_nested_dict)
       59    0.000    0.000    0.001    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/_utils.py:812(_get_device_index)
