cProfile Report - Quantum Level: tree_level
Configuration: wave_size=3072, simulations=1000
Performance: 34,066 sims/s
================================================================================
         9798 function calls (7554 primitive calls) in 0.028 seconds

   Ordered by: cumulative time
   List reduced from 234 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      2/1    0.000    0.000    0.028    0.028 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:421(search)
        1    0.000    0.000    0.027    0.027 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:461(_search_optimized)
        1    0.000    0.000    0.027    0.027 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:637(_run_search_wave_vectorized)
        4    0.000    0.000    0.026    0.007 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:394(_profile_phase)
        1    0.000    0.000    0.020    0.020 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:369(instrumented_select)
        1    0.001    0.001    0.018    0.018 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:661(_select_batch_vectorized)
        2    0.000    0.000    0.011    0.006 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:964(batch_select_ucb_optimized)
        2    0.000    0.000    0.011    0.006 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/unified_kernels.py:208(batch_ucb_selection)
        2    0.003    0.001    0.010    0.005 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/_tensor.py:1124(__format__)
        7    0.007    0.001    0.007    0.001 {method 'item' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.006    0.006 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1389(ensure_consistent)
        1    0.001    0.001    0.006    0.006 /home/cosmosapjw/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1351(_rebuild_row_pointers)
        4    0.005    0.001    0.005    0.001 {method 'sum' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.004    0.004 /home/cosmosapjw/omoknuni_quantum/python/benchmark_mcts_profiler.py:372(instrumented_expand)
        1    0.000    0.000    0.004    0.004 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:873(_expand_batch_vectorized)
       14    0.000    0.000    0.003    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:225(memory_stats)
        1    0.000    0.000    0.003    0.003 /home/cosmosapjw/omoknuni_quantum/python/mcts/core/mcts.py:897(_expand_node_batch)
       10    0.000    0.000    0.002    0.000 /home/cosmosapjw/venv/lib/python3.12/site-packages/torch/cuda/memory.py:523(memory_allocated)
