cProfile Report
Configuration: wave_size=2048, simulations=25000
Performance: 13,564 sims/s
================================================================================
         374561 function calls (276618 primitive calls) in 1.841 seconds

   Ordered by: cumulative time
   List reduced from 214 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      2/1    0.000    0.000    1.841    1.841 /home/cosmo/omoknuni_quantum/python/mcts/core/mcts.py:134(search)
        1    0.000    0.000    1.841    1.841 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:130(search)
       13    0.000    0.000    1.839    0.141 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:205(_search_wave)
       52    0.002    0.000    1.839    0.035 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:390(_profile_phase)
       13    0.000    0.000    1.057    0.081 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:368(instrumented_expand)
       13    0.000    0.000    0.689    0.053 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:365(instrumented_select)
      168    0.256    0.002    0.666    0.004 {built-in method time.sleep}
       13    0.069    0.005    0.604    0.046 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:289(_expand_batch)
       13    0.070    0.005    0.336    0.026 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:226(_select_batch)
       91    0.054    0.001    0.296    0.003 /home/cosmo/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:213(clone_states)
       91    0.142    0.002    0.231    0.003 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:415(add_children_batch)
      477    0.217    0.000    0.217    0.000 {built-in method torch.where}
       47    0.085    0.002    0.180    0.004 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:972(batch_action_to_child)
      169    0.022    0.000    0.177    0.001 /home/cosmo/venv/lib/python3.12/site-packages/psutil/__init__.py:1009(cpu_percent)
       47    0.000    0.000    0.174    0.004 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:782(batch_select_ucb_optimized)
       91    0.024    0.000    0.158    0.002 /home/cosmo/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:119(allocate_states)
      338    0.019    0.000    0.141    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_common.py:452(wrapper)
       47    0.000    0.000    0.128    0.003 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1257(ensure_consistent)
      301    0.119    0.000    0.119    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
       91    0.119    0.001    0.119    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:153(_reset_states)
      611    0.010    0.000    0.106    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:225(memory_stats)
       91    0.084    0.001    0.084    0.001 {built-in method torch.repeat_interleave}
       60    0.076    0.001    0.079    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:738(batch_get_children)
98371/611    0.062    0.000    0.079    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:314(_recurse_add_to_result)
       13    0.000    0.000    0.066    0.005 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:371(instrumented_evaluate)
      299    0.066    0.000    0.066    0.000 {built-in method torch.tensor}
       91    0.065    0.001    0.065    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1198(set_expanded)
      273    0.001    0.000    0.055    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:523(memory_allocated)
      338    0.001    0.000    0.054    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:561(memory_reserved)
       13    0.027    0.002    0.050    0.004 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:400(_evaluate_batch)
       47    0.008    0.000    0.041    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/unified_kernels.py:111(batch_ucb_selection)
      169    0.008    0.000    0.037    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/__init__.py:1964(virtual_memory)
       13    0.019    0.001    0.035    0.003 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1205(_rebuild_row_pointers)
       13    0.000    0.000    0.027    0.002 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:374(instrumented_backup)
       91    0.019    0.000    0.027    0.000 /home/cosmo/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:299(apply_moves)
  507/338    0.001    0.000    0.024    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_pslinux.py:1642(wrapper)
      157    0.001    0.000    0.018    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/__init__.py:1030(synchronize)
       13    0.008    0.001    0.017    0.001 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:459(_backup_batch)
      106    0.000    0.000    0.015    0.000 {built-in method builtins.next}
      106    0.000    0.000    0.015    0.000 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:186(timer)
      157    0.014    0.000    0.014    0.000 {built-in method torch._C._cuda_synchronize}
      169    0.009    0.000    0.014    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_pslinux.py:352(virtual_memory)
      169    0.001    0.000    0.014    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_pslinux.py:1863(cpu_times)
       13    0.013    0.001    0.013    0.001 {built-in method torch.bincount}
       53    0.000    0.000    0.013    0.000 /usr/lib/python3.12/contextlib.py:141(__exit__)
       53    0.000    0.000    0.013    0.000 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:168(end_timer)
      169    0.002    0.000    0.012    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/__init__.py:1113(memory_info)
      169    0.001    0.000    0.012    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_pslinux.py:1701(_parse_stat_file)
      611    0.001    0.000    0.011    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:330(memory_stats_as_nested_dict)
      169    0.000    0.000    0.010    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_common.py:812(bcat)


