cProfile Report
Configuration: wave_size=4864, simulations=50000
Performance: 34,479 sims/s
================================================================================
         295794 function calls (218691 primitive calls) in 1.448 seconds

   Ordered by: cumulative time
   List reduced from 214 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      2/1    0.000    0.000    1.448    1.448 /home/cosmo/omoknuni_quantum/python/mcts/core/mcts.py:134(search)
        1    0.000    0.000    1.448    1.448 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:130(search)
       11    0.000    0.000    1.446    0.131 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:205(_search_wave)
       44    0.003    0.000    1.233    0.028 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:390(_profile_phase)
       11    0.000    0.000    0.794    0.072 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:368(instrumented_expand)
      130    0.158    0.001    0.624    0.005 {built-in method time.sleep}
       11    0.000    0.000    0.533    0.048 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:365(instrumented_select)
       11    0.045    0.004    0.328    0.030 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:289(_expand_batch)
       11    0.074    0.007    0.256    0.023 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:226(_select_batch)
      131    0.015    0.000    0.243    0.002 /home/cosmo/venv/lib/python3.12/site-packages/psutil/__init__.py:1009(cpu_percent)
       70    0.039    0.001    0.231    0.003 /home/cosmo/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:213(clone_states)
      385    0.183    0.000    0.183    0.000 {built-in method torch.where}
       70    0.107    0.002    0.177    0.003 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:415(add_children_batch)
       39    0.079    0.002    0.168    0.004 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:972(batch_action_to_child)
       11    0.000    0.000    0.145    0.013 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:371(instrumented_evaluate)
       70    0.016    0.000    0.114    0.002 /home/cosmo/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:119(allocate_states)
      234    0.096    0.000    0.096    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
      481    0.009    0.000    0.091    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:225(memory_stats)
       70    0.090    0.001    0.090    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:153(_reset_states)
      131    0.013    0.000    0.077    0.001 /home/cosmo/venv/lib/python3.12/site-packages/psutil/__init__.py:1964(virtual_memory)
       39    0.000    0.000    0.076    0.002 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:782(batch_select_ucb_optimized)
       50    0.067    0.001    0.073    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:738(batch_get_children)
      262    0.012    0.000    0.072    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_common.py:452(wrapper)
77441/481    0.054    0.000    0.068    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:314(_recurse_add_to_result)
       70    0.068    0.001    0.068    0.001 {built-in method torch.repeat_interleave}
      232    0.050    0.000    0.050    0.000 {built-in method torch.tensor}
       70    0.049    0.001    0.049    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1198(set_expanded)
      262    0.001    0.000    0.048    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:561(memory_reserved)
      219    0.001    0.000    0.045    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:523(memory_allocated)
       39    0.002    0.000    0.042    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1257(ensure_consistent)
  393/262    0.003    0.000    0.039    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_pslinux.py:1642(wrapper)
       39    0.007    0.000    0.034    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/unified_kernels.py:111(batch_ucb_selection)
       11    0.015    0.001    0.030    0.003 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:400(_evaluate_batch)
       11    0.015    0.001    0.027    0.002 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:1205(_rebuild_row_pointers)
       11    0.000    0.000    0.027    0.002 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:374(instrumented_backup)
       70    0.014    0.000    0.019    0.000 /home/cosmo/omoknuni_quantum/python/mcts/gpu/gpu_game_states.py:299(apply_moves)
      133    0.000    0.000    0.016    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/__init__.py:1030(synchronize)
       11    0.005    0.000    0.015    0.001 /home/cosmo/omoknuni_quantum/python/mcts/core/unified_mcts.py:459(_backup_batch)
      131    0.008    0.000    0.014    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_pslinux.py:352(virtual_memory)
       90    0.000    0.000    0.014    0.000 {built-in method builtins.next}
       90    0.000    0.000    0.014    0.000 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:186(timer)
       45    0.000    0.000    0.013    0.000 /usr/lib/python3.12/contextlib.py:141(__exit__)
      133    0.013    0.000    0.013    0.000 {built-in method torch._C._cuda_synchronize}
       45    0.000    0.000    0.012    0.000 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:168(end_timer)
      131    0.001    0.000    0.012    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_pslinux.py:1863(cpu_times)
       11    0.011    0.001    0.011    0.001 {built-in method torch.bincount}
      131    0.001    0.000    0.010    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_pslinux.py:1701(_parse_stat_file)
      131    0.000    0.000    0.009    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_common.py:812(bcat)
      393    0.000    0.000    0.009    0.000 /home/cosmo/venv/lib/python3.12/site-packages/psutil/_common.py:765(open_binary)
      481    0.001    0.000    0.008    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:330(memory_stats_as_nested_dict)


