cProfile Report
Configuration: wave_size=3072, simulations=10000
Performance: 82,263 sims/s
================================================================================
         43593 function calls (32630 primitive calls) in 0.120 seconds

   Ordered by: cumulative time
   List reduced from 170 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.123    0.007 /usr/lib/python3.12/contextlib.py:141(__exit__)
       16    0.000    0.000    0.116    0.007 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:383(_profile_phase)
        4    0.000    0.000    0.115    0.029 /home/cosmo/omoknuni_quantum/python/mcts/core/optimized_mcts.py:272(_run_search_wave_vectorized)
        4    0.016    0.004    0.060    0.015 /home/cosmo/omoknuni_quantum/python/mcts/core/optimized_mcts.py:294(_select_batch_vectorized)
        4    0.000    0.000    0.057    0.014 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:358(instrumented_select)
        4    0.000    0.000    0.028    0.007 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:367(instrumented_backup)
        8    0.015    0.002    0.028    0.004 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:972(batch_action_to_child)
        4    0.000    0.000    0.024    0.006 /home/cosmo/omoknuni_quantum/python/mcts_comprehensive_profiler.py:361(instrumented_expand)
        4    0.016    0.004    0.021    0.005 /home/cosmo/omoknuni_quantum/python/mcts/core/optimized_mcts.py:687(_backup_batch_vectorized)
       11    0.008    0.001    0.017    0.002 {built-in method time.sleep}
       44    0.017    0.000    0.017    0.000 {built-in method torch.where}
       68    0.001    0.000    0.011    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:225(memory_stats)
        8    0.009    0.001    0.009    0.001 /home/cosmo/omoknuni_quantum/python/mcts/gpu/csr_tree.py:738(batch_get_children)
 10948/68    0.006    0.000    0.008    0.000 /home/cosmo/venv/lib/python3.12/site-packages/torch/cuda/memory.py:314(_recurse_add_to_result)
